experiment_no,epochs,accuracy,loss,val_accuracy,val_loss
8,1,0.21799999475479126,13.670077323913574,0.33000001311302185,4.414300441741943
8,2,0.4560000002384186,2.3568639755249023,0.38999998569488525,2.41640567779541
