experiment_no,epochs,accuracy,loss,val_accuracy,val_loss
5,1,0.2759999930858612,5.741456985473633,0.27000001072883606,2.960162401199341
5,2,0.5220000147819519,1.6121926307678223,0.4399999976158142,1.974661111831665
0,1,0.21199999749660492,6.408893585205078,0.15000000596046448,2.387674331665039
0,2,0.24400000274181366,2.058417320251465,0.25,1.9588444232940674
