experiment_no,epochs,accuracy,loss,val_accuracy,val_loss
1,1,0.2980000078678131,5.348066806793213,0.46000000834465027,2.3423585891723633
1,2,0.5720000267028809,1.4294251203536987,0.5199999809265137,1.6215410232543945
